ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,0.01,0.0001,0.01,0.0,,1.0
AMD,_NaiveModel,no_event_day,1,8.4,70.5599,8.4,0.0343,,1.0
AMZN,_NaiveModel,no_event_day,1,4.73,22.373,4.73,0.0198,,1.0
ASML,_NaiveModel,no_event_day,1,29.64,878.5305,29.64,0.0201,,1.0
AVGO,_NaiveModel,no_event_day,1,16.64,276.8891,16.64,0.0448,,1.0
BRK-B,_NaiveModel,no_event_day,1,5.3,28.0902,5.3,0.011,,1.0
CAT,_NaiveModel,no_event_day,1,3.59,12.8879,3.59,0.0045,,1.0
COST,_NaiveModel,no_event_day,1,33.5601,1126.2775,33.5601,0.0336,,1.0
CRM,_NaiveModel,no_event_day,1,5.89,34.6921,5.89,0.0357,,1.0
GOOGL,_NaiveModel,no_event_day,1,1.25,1.5625,1.25,0.0039,,1.0
JNJ,_NaiveModel,no_event_day,1,2.85,8.1224,2.85,0.012,,1.0
JPM,_NaiveModel,no_event_day,1,0.46,0.2116,0.46,0.0015,,1.0
LLY,_NaiveModel,no_event_day,1,15.72,247.1194,15.72,0.0167,,1.0
LMT,_NaiveModel,no_event_day,1,10.15,103.023,10.15,0.0165,,1.0
MA,_NaiveModel,no_event_day,1,4.91,24.1081,4.91,0.0098,,1.0
MCD,_NaiveModel,no_event_day,1,3.87,14.9769,3.87,0.0127,,1.0
META,_NaiveModel,no_event_day,1,1.47,2.1608,1.47,0.0023,,1.0
MRK,_NaiveModel,no_event_day,1,1.26,1.5876,1.26,0.0104,,1.0
MSFT,_NaiveModel,no_event_day,1,2.2,4.8401,2.2,0.0059,,1.0
NEE,_NaiveModel,no_event_day,1,0.4,0.16,0.4,0.0043,,1.0
NVDA,_NaiveModel,no_event_day,1,4.72,22.2784,4.72,0.025,,1.0
ORCL,_NaiveModel,no_event_day,1,0.23,0.0529,0.23,0.0017,,1.0
PG,_NaiveModel,no_event_day,1,1.5,2.25,1.5,0.0103,,1.0
PLTR,_NaiveModel,no_event_day,1,2.43,5.9049,2.43,0.019,,1.0
TSLA,_NaiveModel,no_event_day,1,3.33,11.089,3.33,0.0095,,1.0
TSM,_NaiveModel,no_event_day,1,5.11,26.1123,5.11,0.0138,,1.0
UNH,_NaiveModel,no_event_day,1,2.58,6.6565,2.58,0.0085,,1.0
V,_NaiveModel,no_event_day,1,3.93,15.4451,3.93,0.0129,,1.0
WMT,_NaiveModel,no_event_day,1,2.36,5.5696,2.36,0.0186,,1.0
XOM,_NaiveModel,no_event_day,1,2.53,6.4009,2.53,0.0166,,1.0
